visit_id,completion_type
506906047_8877421869_903339,all_steps
506909600_80429906744_545872,all_steps
506912243_39855388445_596132,all_steps
506942311_68411727543_798370,all_steps
506956511_88369535486_701243,all_steps
506976775_89211725786_247692,all_steps
507005310_23623356711_54027,all_steps
507007336_11259786853_945955,all_steps
507009568_76808234990_136024,all_steps
507013222_58496916715_892267,all_steps
507019688_99604522426_816924,all_steps
507022712_68671000248_984752,all_steps
507029394_12473907506_8535,all_steps
507046025_82107182856_266225,all_steps
507075675_69925214103_871458,all_steps
507087187_18183868433_112499,all_steps
507141331_87381168506_751044,all_steps
507146976_5013733722_825608,all_steps
507156051_79778700338_676226,all_steps
507157811_36241171590_753471,all_steps
50716340_19388194946_614460,all_steps
507191092_78727446847_813460,all_steps
507222183_49721262196_302351,all_steps
507240699_97071332414_872469,all_steps
507255999_8646186789_763515,all_steps
507258079_58229531004_947792,all_steps
507261660_16921233297_664539,all_steps
507273476_87547288920_174964,all_steps
50729789_40031800511_264895,all_steps
507310203_41931494896_30511,all_steps
507329657_5591300133_381490,all_steps
507337790_15198310110_552374,all_steps
507340959_27672361159_806250,all_steps
507346249_75869515523_864065,all_steps
507365501_44381284327_997523,all_steps
507395533_9866122049_369565,all_steps
50740139_62254424689_466440,all_steps
507401841_71048823260_43069,all_steps
507416649_352258692_578569,all_steps
50741883_35259109367_54536,all_steps
507433237_73936749558_146936,all_steps
507465875_7723795230_130630,all_steps
507469878_88239619181_285389,all_steps
507473198_91656436543_504518,all_steps
507477757_19208274488_984798,all_steps
507482928_65910115198_623877,all_steps
507499094_31067599298_70900,all_steps
507514628_58599466313_466215,all_steps
507520208_65924832057_123462,all_steps
507525197_56069903009_736156,all_steps
507531366_99073677026_441923,all_steps
507560363_92057016225_47162,all_steps
507582464_92163480257_127963,all_steps
507617917_27921548525_709513,all_steps
507627810_40602743576_814800,all_steps
507636764_74563086333_331917,all_steps
507642829_22508330019_769563,all_steps
507643975_98617517420_274327,all_steps
507649607_51953185289_432157,all_steps
507655413_89085208086_831615,all_steps
507658341_7101938832_420397,all_steps
507689810_52353863353_700523,all_steps
50769224_46702228617_71008,all_steps
507711889_75901085391_922817,all_steps
507712963_57279516328_723588,all_steps
507713130_29687866910_566492,all_steps
507713855_33599035760_11297,all_steps
507725517_85665117645_295574,all_steps
507733513_81185676645_371896,all_steps
507738963_51779184355_488600,all_steps
507759461_77004315699_833099,all_steps
507759522_90457080256_877341,all_steps
507760275_32037740175_80783,all_steps
507761216_86309204107_503208,all_steps
507761780_8375025266_96186,all_steps
507762004_59860138726_522588,all_steps
507796890_89600224402_32143,all_steps
507805570_80474420714_620911,all_steps
507848981_57716619625_900462,all_steps
507849457_43394651644_18232,all_steps
507852881_93494609858_712198,all_steps
507860040_61426960310_767392,all_steps
507860673_304713189_156132,all_steps
507868199_98841929711_661273,all_steps
507868730_19071059446_703867,all_steps
507899404_46903999921_496380,all_steps
507908663_28806608784_857766,all_steps
507908943_69985580104_892727,all_steps
507951300_283385703_703786,all_steps
507989308_45396907458_642864,all_steps
507993075_66412953357_648436,all_steps
508025695_87459467944_190867,all_steps
508058926_17484470171_313460,all_steps
508062113_39293150710_868416,all_steps
508133548_56336629539_287373,all_steps
508152158_42329629744_140013,all_steps
508218854_85607758066_191006,all_steps
508225633_1663270128_137624,all_steps
508245303_94751266297_229121,all_steps
508248156_16639838645_101449,all_steps
508255527_49919906225_601493,all_steps
50825734_29120246845_531301,all_steps
508268148_93345541801_421289,all_steps
508287574_44765923579_483444,all_steps
508293257_8508726315_39279,all_steps
508311177_67216055742_350196,all_steps
508319960_46806987073_912378,all_steps
508333899_36672795148_123495,all_steps
508336729_53166707024_967953,all_steps
508346319_67278719194_869680,all_steps
508358212_61834432429_216301,all_steps
508365289_39383408019_776865,all_steps
508390151_11463946537_266798,all_steps
508391018_6267179554_840890,all_steps
508409595_83990032497_748362,all_steps
508411258_45198193231_111272,all_steps
508432184_260143769_296824,all_steps
508435422_21410545515_197572,all_steps
508450028_73254443365_52040,all_steps
508450943_29187845411_913540,all_steps
508451476_19560511997_551443,all_steps
5084553_40078411181_662482,all_steps
508464240_66315860063_62003,all_steps
508466300_81623969458_624317,all_steps
508466391_82537639765_706446,all_steps
508476805_42618215369_268129,all_steps
508480755_23553532508_626714,all_steps
508496960_56070983855_696507,all_steps
508513183_54582359771_153466,all_steps
508521685_85938047008_987887,all_steps
508527451_22500494453_746977,all_steps
508534935_94474323721_534361,all_steps
508538343_97050919768_542615,all_steps
508538452_80474869706_536007,all_steps
508538720_9369764785_766805,all_steps
508560250_44565155622_224907,all_steps
508575537_39568779238_946202,all_steps
508601327_34335624496_482426,all_steps
508602902_46316136770_469347,all_steps
508622960_27289030938_999459,all_steps
508638337_32789481173_583093,all_steps
508647565_23619517890_702582,all_steps
508659647_25071870906_801679,all_steps
508667941_64174032342_136075,all_steps
508669447_99685935871_704124,all_steps
508671019_16356231907_290378,all_steps
508676092_64330369000_309083,all_steps
508677881_5417621287_950988,all_steps
508684386_74681623674_782958,all_steps
508688424_64968229976_80217,all_steps
508705127_97822602329_356634,all_steps
508708047_94136196152_472073,all_steps
50871886_88604612775_969289,all_steps
508720612_62707729551_384200,all_steps
508723198_83263888128_957417,all_steps
508732575_12877964951_795318,all_steps
508747194_70456703403_171762,all_steps
508832638_34672844997_941181,all_steps
508835920_75567624130_591211,all_steps
508847813_18292709138_525608,all_steps
508850612_88086630625_474894,all_steps
508851931_36961620965_710183,all_steps
508882205_18017865935_30679,all_steps
508885482_63790798345_315988,all_steps
508887762_22446980999_921976,all_steps
508914016_1841479207_455757,all_steps
508927559_34655970299_365436,all_steps
508927670_51455837081_767522,all_steps
508931444_67368938867_2368,all_steps
508967443_53733267928_94859,all_steps
508996909_68934763674_540737,all_steps
509003716_64426651527_478338,all_steps
509009633_8056593773_464987,all_steps
509022499_27517622627_73566,all_steps
509031051_4186588471_648798,all_steps
50903360_89959350306_929562,all_steps
509082126_46547224068_807777,all_steps
509085720_85987926649_723727,all_steps
509091368_61761676766_852441,all_steps
509108300_61951505538_845554,all_steps
509115552_77915000681_870742,all_steps
509126871_55394064200_667302,all_steps
509130258_16426855129_943689,all_steps
509135477_99457464766_651888,all_steps
50913859_68950099329_883993,all_steps
509169738_44281544148_283047,all_steps
509181519_75364541334_993529,all_steps
509194498_30815000283_698183,all_steps
509199202_32668576245_133321,all_steps
509199616_14558688052_757658,all_steps
509212677_18818781796_764090,all_steps
509238529_47876549593_232858,all_steps
509263346_72995983059_523336,all_steps
509299874_33980697747_566138,all_steps
509306657_7546198456_227876,all_steps
509336046_59685361537_208351,all_steps
509344803_87804905474_298830,all_steps
509355166_3265026805_313836,all_steps
509359333_92269974947_162418,all_steps
509368953_66920304042_881084,all_steps
509372251_28077932726_434165,all_steps
509388779_57542512000_411029,all_steps
509421511_46638855934_224119,all_steps
509422444_44069452022_997217,all_steps
509494446_2198325525_243843,all_steps
509497127_2920860803_800432,all_steps
509504195_95865660592_517358,all_steps
509504746_40579580990_181581,all_steps
5095185_27038277845_857303,all_steps
509519098_27715041554_304066,all_steps
509521563_23865568652_824867,all_steps
509523562_40669429707_607296,all_steps
509524969_92400734638_658360,all_steps
509526347_86126992935_202602,all_steps
509526844_54028728677_138174,all_steps
509529391_41746968647_854643,all_steps
509530725_55164357949_363614,all_steps
509534376_96373622925_894185,all_steps
509539242_50408349426_175315,all_steps
509546174_9496549240_377317,all_steps
509561209_18232589514_14333,all_steps
509598156_78930457154_904917,all_steps
509611092_93469571546_51915,all_steps
509612280_89072054854_828264,all_steps
50961511_99490447138_428687,all_steps
509616372_11849606530_579687,all_steps
509646343_45299018667_739396,all_steps
509655081_93870729053_542069,all_steps
509656403_52118498809_302505,all_steps
509659914_26837917835_702761,all_steps
509664828_46098448480_782580,all_steps
509677525_80493464814_74280,all_steps
509696856_6297120032_957652,all_steps
509708647_64543832283_683223,all_steps
509709829_50056277675_110067,all_steps
509712949_36584552344_396464,all_steps
509717054_92109821311_721434,all_steps
509719704_61465252986_196881,all_steps
509724554_73375841677_902762,all_steps
509732176_55605507877_715106,all_steps
509734265_8497793607_895804,all_steps
509743980_42436621174_111140,all_steps
50974590_42910530571_885679,all_steps
509747311_43175443470_284973,all_steps
509755235_16527532750_766756,all_steps
509794937_63573772057_590745,all_steps
509798022_48662545136_638275,all_steps
509808423_94360657207_929638,all_steps
509809967_29778856184_911682,all_steps
509826700_2768624961_195064,all_steps
509832028_29520251702_574054,all_steps
509884779_78587893067_631640,all_steps
509894459_24210928745_912025,all_steps
509905527_59785012707_113455,all_steps
509920029_30361785452_960278,all_steps
509960319_17165347905_414092,all_steps
509963796_68616579925_832012,all_steps
509969722_73235604179_91565,all_steps
509970861_17636328956_954033,all_steps
509972585_85410963491_795114,all_steps
509983969_64554616452_823718,all_steps
509996251_50410209555_799062,all_steps
509998835_9403638733_135519,all_steps
510012359_73649090795_686300,all_steps
510020401_50768435444_179544,all_steps
51002095_18400078845_263985,all_steps
510024391_81860904930_978743,all_steps
510030283_27833062720_292987,all_steps
510038221_38035443091_172396,all_steps
510043321_25005624292_177698,all_steps
510072961_45375022441_651014,all_steps
510089290_25484566003_763083,all_steps
510107558_7164975950_420444,all_steps
510108595_32602824316_804217,all_steps
510137932_72679201366_252091,all_steps
510145831_12976797253_955596,all_steps
510151896_82245080312_147977,all_steps
51016254_1048945460_742354,all_steps
510171351_99670609252_398422,all_steps
510171403_8014720879_201234,all_steps
510176712_11960282424_602731,all_steps
510198457_67514346173_498158,all_steps
510214165_73601675551_54519,all_steps
510221201_74901570959_787420,all_steps
510222937_39880944794_754369,all_steps
510227750_57872232195_150475,all_steps
510301198_86306050655_335936,all_steps
510331578_59927419799_199967,all_steps
510338975_37704856687_465966,all_steps
510340216_29167102622_744165,all_steps
510343621_70531559825_675552,all_steps
510400190_2322602037_973579,all_steps
510401579_63294734250_798027,all_steps
510411187_70729449659_298185,all_steps
51041940_6244339911_92312,all_steps
510433165_33004579611_35841,all_steps
510441186_99327881380_362953,all_steps
510474752_54460696285_334266,all_steps
510491569_62801939524_662271,all_steps
510493082_90090528019_165748,all_steps
510497400_29231174594_1979,all_steps
510506416_88311742676_826226,all_steps
51052381_48826818967_496771,all_steps
510549154_97557862210_210651,all_steps
510558681_82626972669_787743,all_steps
51057654_24465751740_245046,all_steps
510576941_30629823498_610728,all_steps
510588743_73119161725_361342,all_steps
510598359_68240255857_894690,all_steps
510602762_45857115046_335427,all_steps
510607339_47003572130_981954,all_steps
51062053_75286979762_161,all_steps
510625569_51998897288_482272,all_steps
510628265_63345279291_15788,all_steps
510632258_24433641667_713748,all_steps
510637902_92498736923_347109,all_steps
510651631_88033307782_82203,all_steps
510669073_99250229862_773254,all_steps
510680507_31841630661_998173,all_steps
510682951_77938868117_577622,all_steps
510702899_18803645930_447885,all_steps
510705654_75737883079_850548,all_steps
510708442_4039917032_965476,all_steps
510718072_75561072323_906035,all_steps
510742190_17773315037_127481,all_steps
510759352_80596044363_354256,all_steps
510765402_13778302331_163737,all_steps
510776459_20145002756_478603,all_steps
510777793_69039456347_610625,all_steps
510814812_55632134425_150660,all_steps
510825893_46054988660_16904,all_steps
510849008_34905207769_473193,all_steps
510873761_38400467603_817616,all_steps
510875169_39975174598_137378,all_steps
510884328_88371931286_907478,all_steps
510885373_96933496095_988583,all_steps
510904113_5972040209_415749,all_steps
510907677_90587139684_127381,all_steps
510913939_17962267815_731912,all_steps
510945410_24469697604_599637,all_steps
510948084_31757323280_583726,all_steps
510950023_73389208502_277144,all_steps
510951910_92366829450_953231,all_steps
510958640_75830580763_492546,all_steps
510967674_1565262981_488625,all_steps
51101260_56421447384_916378,all_steps
511016147_20052104397_509791,all_steps
511037876_60217502392_818985,all_steps
511071266_35024807688_370082,all_steps
511071275_3888601450_672171,all_steps
511073316_13832352515_711300,all_steps
511082416_73563065595_709536,all_steps
511084712_83860944374_707112,all_steps
511091758_51070663372_856837,all_steps
511105486_16200371159_799146,all_steps
511105614_82285441809_764717,all_steps
511105675_237286288_161570,all_steps
511105943_80598275610_695431,all_steps
511114590_17220289689_12144,all_steps
51111993_58691794577_176817,all_steps
511135229_68405138499_148592,all_steps
511141185_20427543655_915057,all_steps
51114412_60924262001_512575,all_steps
511177647_99568432971_572882,all_steps
511202064_98925819140_404840,all_steps
511206671_85710865798_6517,all_steps
511213807_47219283209_587249,all_steps
511225283_56787626118_460498,all_steps
511240267_66049541002_179298,all_steps
511256881_60740258374_525996,all_steps
511258074_44568030511_294723,all_steps
511277358_50389966823_994195,all_steps
511288548_76685375953_211292,all_steps
511299439_23991678956_855475,all_steps
511348_31338013486_883427,all_steps
511361423_29943733109_638584,all_steps
511363826_12456935252_270183,all_steps
511364804_24043776884_205820,all_steps
511370430_69864646475_146476,all_steps
51139760_43602102050_443202,all_steps
511411951_81804018266_589642,all_steps
511417525_45914409931_306261,all_steps
511417617_73901614660_31814,all_steps
511421741_29147182741_364313,all_steps
511438111_79264162091_755793,all_steps
511453777_87294845004_382157,all_steps
51146397_81007536836_296125,all_steps
511481150_5136158801_969831,all_steps
511490694_1558420614_146270,all_steps
511495966_72584453482_405554,all_steps
511534691_93960247675_995348,all_steps
511544035_17089127554_363796,all_steps
511560745_8006470325_858941,all_steps
511580011_54032250761_808115,all_steps
511600135_83988395282_178243,all_steps
511624335_40997851860_487972,all_steps
511639529_41845004135_265883,all_steps
511651584_84664709163_731811,all_steps
511659485_63776985182_821772,all_steps
511700871_95611311002_669651,all_steps
511725016_12836348366_476426,all_steps
511725783_87806743131_401777,all_steps
511730040_41676942422_785558,all_steps
511733184_72014486399_59966,all_steps
511735348_4225201839_851448,all_steps
511778909_11330911403_252550,all_steps
511778954_74538736917_751308,all_steps
511801520_15262103821_53449,all_steps
511808790_78451308564_255802,all_steps
511821717_72109257007_994741,all_steps
511824642_92959483370_490766,all_steps
511830510_55797207799_374554,all_steps
511841420_28697363612_57225,all_steps
511844178_19481380833_694187,all_steps
511874311_35390873278_730184,all_steps
511878260_42774196299_485776,all_steps
511881318_10279475915_89057,all_steps
511892490_6856142276_174208,all_steps
511902408_87059408646_851565,all_steps
511916006_43639747989_941463,all_steps
511916049_19925671274_791136,all_steps
511922674_73428254737_643201,all_steps
5119426_26903638300_752687,all_steps
511945333_33061124481_117005,all_steps
511971268_75666077576_301330,all_steps
511973697_33935952917_408110,all_steps
511975001_61726400521_546187,all_steps
511975026_53547297002_874859,all_steps
512002658_22009737889_237123,all_steps
512004_18514557024_927497,all_steps
512020500_76630351312_455505,all_steps
512023294_93839951031_820571,all_steps
512041789_9415651770_620164,all_steps
512064332_31395212010_46598,all_steps
512082384_94879125537_661463,all_steps
51208522_99918718784_942082,all_steps
512110269_82995079796_346454,all_steps
512145106_8803988334_635352,all_steps
51214833_3092144717_238078,all_steps
512155928_98911924729_585547,all_steps
512192677_84449547461_463810,all_steps
512204674_41144790557_275352,all_steps
512214814_65188857436_237875,all_steps
512230170_40423285872_522336,all_steps
512246506_97477875311_331819,all_steps
5122594_94546269787_173038,all_steps
512280799_90054646679_116388,all_steps
512310072_13530483787_346245,all_steps
512321044_16792288975_109021,all_steps
512385282_1781743402_670890,all_steps
512397696_30475526371_753675,all_steps
512410714_65152884448_711649,all_steps
512413135_33935214043_750130,all_steps
512423017_12446186143_994020,all_steps
512426359_76236495349_893389,all_steps
512452961_65157023292_826081,all_steps
512456014_87113953772_897196,all_steps
512456257_80210884996_722840,all_steps
512461926_44706431277_361737,all_steps
512466576_38844977097_561859,all_steps
512485230_82540825493_637043,all_steps
512490951_72786016319_344467,all_steps
512494820_13780541250_637731,all_steps
512513074_70551321829_906688,all_steps
512517030_98411001435_814824,all_steps
512521459_96693426431_769816,all_steps
512540182_76413897767_523950,all_steps
512543798_43633391455_786392,all_steps
512571428_44351162520_855954,all_steps
512598905_42733609479_14425,all_steps
512611607_46933178152_407281,all_steps
512623065_3399122851_223779,all_steps
512628005_72266553626_500829,all_steps
512667989_31742133430_251577,all_steps
512696726_20337675073_643815,all_steps
512704042_21270263698_190659,all_steps
512715309_23934310987_865441,all_steps
51271777_98020094016_744101,all_steps
512725762_34767519017_129278,all_steps
512734886_18535362177_699231,all_steps
512758647_82116013307_533454,all_steps
512768399_3761222987_336408,all_steps
512781860_9473280317_198722,all_steps
512796070_44565749698_720876,all_steps
512810601_80335411271_36697,all_steps
512812217_16246607168_267782,all_steps
512812519_40167479377_683180,all_steps
512828290_90987930457_104816,all_steps
512831415_13893386884_242780,all_steps
512850256_71347945604_314959,all_steps
512869982_87570520308_146257,all_steps
512883513_60972189453_225173,all_steps
512901975_60581031068_588711,all_steps
512906117_38380713446_4886,all_steps
512933430_68912385001_859649,all_steps
512957150_92479656885_379769,all_steps
512957783_256786268_878484,all_steps
512966401_19173230485_221927,all_steps
512973974_40502797150_130898,all_steps
512975717_76699248829_178170,all_steps
512985213_66968517957_353452,all_steps
512990950_653970879_989651,all_steps
512999532_38851156478_830190,all_steps
513003807_43449993636_889420,all_steps
513006496_76953354667_611750,all_steps
513014437_87242164204_178873,all_steps
51302621_84822664454_27787,all_steps
513055917_67169159576_261593,all_steps
513063350_94854020880_915685,all_steps
513066006_85798800193_327092,all_steps
513073167_93000244764_109307,all_steps
513085660_85567459491_149772,all_steps
513102738_87772513761_583537,all_steps
51311107_42738483170_36812,all_steps
513111576_21489383812_78995,all_steps
513112774_71506474012_6850,all_steps
513114692_8916281183_209752,all_steps
513116798_82601741611_476843,all_steps
513118182_36806490419_531024,all_steps
513131691_24354625718_361524,all_steps
513132304_80194723972_302401,all_steps
51313487_1945704908_703477,all_steps
513139859_89138936188_936644,all_steps
513168654_85814603356_72823,all_steps
51316882_80211357070_68596,all_steps
513173761_18457572271_437686,all_steps
513175253_26857285579_826900,all_steps
513176942_40542868811_723050,all_steps
513188944_14553645488_186973,all_steps
513190927_34321191981_87979,all_steps
513195309_40496770603_560143,all_steps
513201671_3130566235_253600,all_steps
513220967_41760621577_209516,all_steps
513243281_73729467399_267146,all_steps
513248904_47468838166_503413,all_steps
513283930_95094838557_796705,all_steps
513292170_79245228757_193546,all_steps
513327592_58869244516_843578,all_steps
513337435_57241412070_514498,all_steps
513363336_16473422552_636852,all_steps
513363869_68110345380_650822,all_steps
513371343_32743283405_923826,all_steps
513391003_47990126739_779783,all_steps
513395690_72952325726_205927,all_steps
513401761_37546267713_65,all_steps
51343416_87097218233_605226,all_steps
513435351_87570146385_310711,all_steps
513456122_33512298534_400421,all_steps
513473438_20656336541_520557,all_steps
513473571_92890273347_464574,all_steps
513484217_46783542041_991876,all_steps
513501119_37974804795_710113,all_steps
513533512_21719113906_51172,all_steps
513558409_48747982016_256043,all_steps
513559727_88662519586_643709,all_steps
513571131_55397980498_574467,all_steps
513572946_86401756081_138324,all_steps
513574582_42938190572_28434,all_steps
513613528_98714160211_113360,all_steps
513621155_67565842791_963781,all_steps
513634146_61371795471_170527,all_steps
513637041_1089346241_445382,all_steps
513647399_79521352167_962199,all_steps
513664707_29972152478_540300,all_steps
513679333_27029261431_372119,all_steps
51368391_49645951356_971702,all_steps
513684159_10615457929_189902,all_steps
513694520_37706510234_455649,all_steps
513701202_40278981158_479684,all_steps
51375501_64009205718_44572,all_steps
513762413_14180632317_156391,all_steps
51376451_6235317793_77323,all_steps
513765468_53707718005_510217,all_steps
513791903_11498352595_685840,all_steps
513808485_82406398517_229991,all_steps
513813044_34357620896_159570,all_steps
513823868_52835679025_34168,all_steps
513853678_36379712434_199743,all_steps
513870510_56651550500_889404,all_steps
513878395_62982660852_716400,all_steps
513898810_48819280482_889423,all_steps
513902026_14907875527_34615,all_steps
513904235_54200358577_589811,all_steps
513913025_7002592863_763343,all_steps
513932562_92306525167_507137,all_steps
513957472_72601517335_809474,all_steps
513962570_88126211385_378801,all_steps
51399096_96824806193_782316,all_steps
513994422_64900964824_310480,all_steps
514004431_53392778526_830876,all_steps
514004979_93865904486_22727,all_steps
514011520_41881594065_321632,all_steps
514025298_96396894398_419342,all_steps
514034329_78175682278_953319,all_steps
514035650_50515212617_685576,all_steps
514072371_32039104723_776058,all_steps
514072860_82708588246_578,all_steps
514081985_40550972863_179527,all_steps
514082461_39355901015_885920,all_steps
514090323_94675656224_492176,all_steps
514091665_60028701499_636402,all_steps
51412592_5412144427_881692,all_steps
514130337_21041506849_832375,all_steps
514155836_39147407357_119473,all_steps
51417209_69007114936_32766,all_steps
514177235_75653691838_841424,all_steps
514179681_48872628796_678069,all_steps
514184872_23247125761_340671,all_steps
514205514_63451493864_312393,all_steps
514221092_72019014691_724954,all_steps
514221286_4994888332_705572,all_steps
514222462_91392511371_392573,all_steps
514260269_94551059481_364275,all_steps
514280899_47409256999_7342,all_steps
514285874_9436723680_437256,all_steps
514302375_75672352663_494240,all_steps
514306162_36646940593_704562,all_steps
514306807_75654543420_358189,all_steps
514313353_86257623744_950933,all_steps
51432837_4448746815_339281,all_steps
514330160_55891465067_220002,all_steps
514342430_7818874595_800693,all_steps
514345647_11987895962_973845,all_steps
514383584_28337531329_423197,all_steps
51439252_2682878181_446609,all_steps
514397509_90303034311_992346,all_steps
514400815_76480288557_345182,all_steps
514400988_6765710989_620616,all_steps
514401083_24256291937_420575,all_steps
514404987_51818550960_659582,all_steps
514414789_18342738288_792553,all_steps
514421576_18394783618_159401,all_steps
514433035_92951527311_159901,all_steps
514439173_7424013768_422320,all_steps
514448408_48627238948_862458,all_steps
514459561_36307765850_678070,all_steps
514474274_90160987696_295019,all_steps
514474411_80306416858_86402,all_steps
514497299_54027981132_900337,all_steps
514502949_57415070680_691317,all_steps
514508266_93763999672_107559,all_steps
514515696_29280284822_241034,all_steps
514527837_94015476258_32168,all_steps
514529738_11527033871_295020,all_steps
51455007_47150000630_737074,all_steps
514561837_34127670719_268465,all_steps
514563094_87251164260_46955,all_steps
514563460_52321063338_536194,all_steps
514577732_12888889964_424096,all_steps
514604532_70437228169_824224,all_steps
514618327_5000667024_689193,all_steps
514673109_9940671049_111187,all_steps
514681281_94021673285_181201,all_steps
514685962_97659041963_475419,all_steps
514707989_16811594443_465757,all_steps
514714772_90669298921_72472,all_steps
514718555_30550377735_190331,all_steps
514723401_4303509083_762643,all_steps
51473259_77746790095_283352,all_steps
514743216_32815143_700110,all_steps
514744304_79322514172_545433,all_steps
514745753_99828395841_881300,all_steps
514750941_39320455142_920710,all_steps
514765439_18431597997_333369,all_steps
514778706_78241862570_962360,all_steps
514797412_70975479415_879218,all_steps
51480742_25927446500_216448,all_steps
514812152_86437101032_474943,all_steps
514822937_15435232084_409860,all_steps
514837154_79702258745_25199,all_steps
514846449_79440770861_822329,all_steps
514847525_77139619257_510011,all_steps
514849201_44119419000_328463,all_steps
51487876_53944069701_50032,all_steps
514881634_2395955264_621703,all_steps
514886073_79406426821_747125,all_steps
514908708_64026964391_866385,all_steps
514925440_42392870985_476648,all_steps
514932254_88758613133_90342,all_steps
514965575_75799229101_345945,all_steps
515006520_33080269750_773032,all_steps
5150349_46484064363_778786,all_steps
515044140_55678510706_2987,all_steps
515068522_85483833491_926220,all_steps
515075402_98109518009_825160,all_steps
515090661_86325694659_974751,all_steps
515092414_28016080744_511149,all_steps
515097826_15651525689_700693,all_steps
515098628_42076663012_197504,all_steps
515102222_82882261479_548236,all_steps
5151472_9887813035_836758,all_steps
515190605_57732484513_130954,all_steps
515206065_15744812191_826012,all_steps
515239267_95882370118_377997,all_steps
515252391_79771952478_530238,all_steps
515252481_69698523056_769865,all_steps
5152696_43183830436_789994,all_steps
515278273_99022421844_861190,all_steps
515280366_86425342883_781840,all_steps
515285796_40822202587_429384,all_steps
515289788_50975368166_517826,all_steps
515313343_50546312597_187473,all_steps
515317696_93008985420_464830,all_steps
515319832_2318550607_53535,all_steps
515324199_98873442552_603478,all_steps
515341079_47610620394_964662,all_steps
515348015_96163864231_950433,all_steps
515351777_8070726625_734277,all_steps
515370781_70777243700_745797,all_steps
515375591_69055652327_839276,all_steps
515376570_87693076550_518623,all_steps
515412560_11686081764_172230,all_steps
515419234_51558581639_153759,all_steps
515441695_95912113215_348426,all_steps
515446891_88871179226_769517,all_steps
515473324_60722896042_502501,all_steps
515484852_61140061729_913682,all_steps
515501401_89919631907_887077,all_steps
515503672_78393977059_770082,all_steps
51550641_84863876457_955203,all_steps
515508844_75581779732_616,all_steps
515527410_39523967311_157536,all_steps
515532682_8230658358_688169,all_steps
515545538_74829784241_5312,all_steps
515560300_86135638599_560990,all_steps
515587846_99833654388_982861,all_steps
515589787_99612374990_587286,all_steps
515633348_27982743508_424170,all_steps
515664258_786955824_459537,all_steps
515677624_65015503186_257356,all_steps
515684648_6293152266_213573,all_steps
515685717_77697644707_724443,all_steps
515691729_33007248231_422754,all_steps
515719836_48757230988_430926,all_steps
51574333_6962774841_777171,all_steps
515746247_45025415342_529174,all_steps
515754142_8151165200_838847,all_steps
515780700_27292397904_894832,all_steps
515812358_32770203853_6079,all_steps
515870261_15300522331_649494,all_steps
515899993_46830166161_761828,all_steps
515921193_48795961366_467335,all_steps
515925338_69182331374_306136,all_steps
515939172_75065500925_468279,all_steps
515949976_57560851903_897412,all_steps
515960414_66717182822_435240,all_steps
516021581_69174134872_839170,all_steps
516031640_59151437052_376332,all_steps
516039526_63506560872_198937,all_steps
516041819_99714077009_566610,all_steps
516049934_71292556407_523492,all_steps
516078435_58303873390_259039,all_steps
516086025_58830425909_358613,all_steps
516102256_67754661730_90163,all_steps
516104946_22123709836_29884,all_steps
516118751_38324664917_259343,all_steps
516161082_39114730994_182116,all_steps
516182355_4397810271_55378,all_steps
516195655_69149744701_724720,all_steps
516199113_47368337384_820593,all_steps
516200373_46326202943_663231,all_steps
516209327_19445040487_995241,all_steps
516230900_87147592743_594332,all_steps
516236028_93124226922_847584,all_steps
516239436_13137645979_460063,all_steps
516248162_16587806999_502262,all_steps
51625196_97610460756_876092,all_steps
516272138_15193987453_880938,all_steps
516273330_28658973241_946865,all_steps
516291699_78628941049_625313,all_steps
516294850_18143239153_537675,all_steps
516301753_89321552944_495954,all_steps
516321364_37320727443_44939,all_steps
516343654_34616786678_678072,all_steps
516359112_65431072783_457633,all_steps
516370777_96975749703_405726,all_steps
516408796_71268631551_446264,all_steps
51644391_27771987246_712824,all_steps
516446476_27772506143_574916,all_steps
5164750_35076211553_273102,all_steps
516477951_76596245840_766722,all_steps
516481679_24345077082_113794,all_steps
51649176_57233608366_960292,all_steps
516536821_44623615432_538588,all_steps
516548150_28831492495_340152,all_steps
516556359_55379533458_773635,all_steps
516576582_8352410122_824605,all_steps
516592148_23407922138_795350,all_steps
516598021_23373412351_578150,all_steps
516614135_55385835243_512798,all_steps
516620828_58999221178_176470,all_steps
516641980_16485215338_992063,all_steps
516677508_56699309612_239800,all_steps
516693570_21473255750_569232,all_steps
516704150_8377527973_980772,all_steps
516716485_74274391484_530352,all_steps
516732177_70973329225_160263,all_steps
516755686_55116575957_443708,all_steps
516756016_35272619380_357667,all_steps
516757216_3170249701_486691,all_steps
516757667_6315735021_353654,all_steps
516779432_683076913_858900,all_steps
516792511_62871209314_431865,all_steps
516817215_82461616197_394507,all_steps
516817395_54089021573_475823,all_steps
516823104_17556066669_457036,all_steps
516825456_71504377253_197077,all_steps
516831984_36396643054_239584,all_steps
516833181_18998045287_422331,all_steps
516845654_77564975134_356461,all_steps
516852075_16354794416_354620,all_steps
516863161_92930239670_256166,all_steps
516879141_70923876664_12730,all_steps
516884823_14319112124_219858,all_steps
516888730_49226366694_940412,all_steps
516889259_10443969595_765289,all_steps
51690666_35559313605_366582,all_steps
516926260_12362294938_410812,all_steps
516937184_32640558401_253365,all_steps
516951951_34952613913_733461,all_steps
516990491_58258786446_856526,all_steps
517001383_51495511101_88179,all_steps
517057585_63257093501_52492,all_steps
